,name,start_x,start_y,end_x,end_y
1460,Jalan Gedangsari - Wonosari/Sambipitu,110.5824901,-7.8657013,110.5828723,-7.8659099
1461,Jalan Tentara Rakyat Mataram,110.359408,-7.7875847,110.3576123,-7.7882208
1462,,110.359408,-7.7875847,110.3593327,-7.7872983
1463,Jalan AM Sangaji,110.3674963,-7.7791009,110.3676614,-7.7781006
1464,Jalan Pangeran Mangkubumi,110.3674963,-7.7791009,110.3671593,-7.7819573
1465,Jalan Munggur,110.3878288,-7.7880753,110.387686,-7.7873066
1466,Jalan Munggur,110.3878288,-7.7880753,110.386764,-7.7885583
1467,Jalan Raya Panggang Wonosari,110.5143902,-8.0202604,110.5145551,-8.0189935
1468,Jalan Raya Panggang Wonosari,110.5143902,-8.0202604,110.5145632,-8.021093
1469,,110.1281923,-7.7439789,110.1277202,-7.7429125
1470,,110.1281923,-7.7439789,110.1278825,-7.7443025
1471,,110.1415792,-7.7389086,110.1427543,-7.7390197
1472,,110.1415792,-7.7389086,110.140568,-7.7383624
1473,Jalan Bantul,110.356114,-7.8130856,110.356107,-7.8131311
1474,Jalan M. T. Haryono,110.356114,-7.8130856,110.35605,-7.8130707
1475,Jalan M. T. Haryono,110.356114,-7.8130856,110.3570513,-7.8132432
1476,Jalan Imogiri Siluk Panggang,110.3913758,-7.9519018,110.3922102,-7.9523734
1477,Jalan Imogiri Siluk Panggang,110.3913758,-7.9519018,110.3892286,-7.9523123
1478,Jalan Tepus,110.6299243,-8.1004801,110.6300316,-8.0992082
1479,Jalan Tepus,110.6299243,-8.1004801,110.6295817,-8.1011905
1480,Jalan Srandakan,110.2711433,-7.9319995,110.2750808,-7.9289644
1481,Jalan Raya Panggang Wonosari,110.5182552,-8.0400336,110.5183873,-8.0386393
1482,Jalan Raya Panggang Wonosari,110.5182552,-8.0400336,110.5183451,-8.0427711
1483,Jalan Gajah Mada,110.3730942,-7.8015868,110.3731072,-7.7987213
1484,Jalan Sultan Agung,110.3730942,-7.8015868,110.3787325,-7.8017381
1485,Sermo-Pengasih,110.1332257,-7.8306742,110.1339463,-7.8308806
1486,Sermo-Pengasih,110.1332257,-7.8306742,110.1319454,-7.831042
1487,,110.5213619,-7.7979981,110.5213107,-7.7971301
1488,,110.5213619,-7.7979981,110.5209281,-7.798351
1489,Jalan Parangtritis - Panggang,110.3396805,-8.0067638,110.3394927,-8.0090314
1490,Jalan Parangtritis - Panggang,110.3396805,-8.0067638,110.3405637,-8.0052126
1491,,110.5248615,-7.8147747,110.524478,-7.813733
1492,,110.5248615,-7.8147747,110.5249152,-7.8154443
1493,,110.1448461,-7.7398986,110.1449856,-7.7410215
1494,,110.1448461,-7.7398986,110.1427543,-7.7390197
1495,,110.5353999,-7.825417,110.5357137,-7.8282935
1496,,110.5353999,-7.825417,110.5356655,-7.8251453
1497,,110.6864338,-8.0953883,110.6869367,-8.0971807
1498,,110.6864338,-8.0953883,110.6858289,-8.0948213
1499,Jalan Nglipar - Ngawen,110.6353189,-7.8636156,110.6327534,-7.8633818
1500,Jalan KH. Wahid Hasyim,110.138258,-7.8931725,110.1407062,-7.8932831
1501,Jalan Birit - Watugajah,110.5906467,-7.805195,110.5928299,-7.7957821
1502,Jalan Nglipar - Ngawen,110.680204,-7.8456802,110.6769237,-7.8448579
1503,Jalan Nglipar - Ngawen,110.680204,-7.8456802,110.6803114,-7.8462529
1504,Jalan Majapahit,110.4101193,-7.7907865,110.4098413,-7.7985608
1505,Jalan Majapahit,110.4101193,-7.7907865,110.4101247,-7.7905989
1506,Jalan Jogja - Solo,110.4886718,-7.7555314,110.4883171,-7.7556536
1507,Jalan Jogja - Solo,110.4886718,-7.7555314,110.4889856,-7.7554729
1508,,110.5168793,-7.9354025,110.5181875,-7.9357392
1509,,110.5168793,-7.9354025,110.5147295,-7.9338803
1510,Jalan Gedangsari - Wonosari/Sambipitu,110.5846815,-7.8581369,110.5846117,-7.8586749
1511,Jalan Gedangsari - Wonosari/Sambipitu,110.5846815,-7.8581369,110.5858938,-7.8565905
1512,,110.5860928,-7.9503033,110.5857716,-7.9502039
1513,,110.532935,-7.8509549,110.5326393,-7.8496614
1514,Jalan Profesor Dokter Soepomo,110.3210512,-7.8907286,110.3225827,-7.8906941
1515,Jalan Profesor Dokter Soepomo,110.3210512,-7.8907286,110.3179472,-7.8905433
1516,Jalan Karangmojo-Ponjong,110.6877695,-7.9550484,110.6852978,-7.9539785
1517,Jalan Karangmojo-Ponjong,110.6877695,-7.9550484,110.6905805,-7.9568268
1518,Jalan Jenderal Sudirman,110.3674138,-7.7829031,110.3671858,-7.7829046
1519,Jalan Jenderal Sudirman,110.3674138,-7.7829031,110.3682728,-7.7829058
1520,Jalan Persandian,110.1997563,-7.7008807,110.198662,-7.7004075
1521,Jalan Persandian,110.1997563,-7.7008807,110.2002418,-7.7013032
1522,,110.5194569,-7.9947516,110.5242312,-7.9936493
1523,,110.5194569,-7.9947516,110.5191389,-7.9950807
1524,Jalan Colombo,110.3806801,-7.7766342,110.380569,-7.7766555
1525,Jalan Colombo,110.3806801,-7.7766342,110.3805726,-7.7765778
1526,Jalan Colombo,110.3806801,-7.7766342,110.3833966,-7.7770145
1527,,110.6380742,-8.1357927,110.6394964,-8.1336108
1528,,110.6380742,-8.1357927,110.6379596,-8.1364691
1529,Jalan Lintas Selatan,110.7664232,-8.133408,110.7668316,-8.1352238
1530,Jalan Lintas Selatan,110.7664232,-8.133408,110.7660373,-8.1291329
1531,Jalan Imogiri Siluk Panggang,110.418005,-7.9900263,110.4176643,-7.9886717
1532,Jalan Imogiri Siluk Panggang,110.418005,-7.9900263,110.4179192,-7.9904487
1533,*,110.142805,-7.6725865,110.1426575,-7.6711723
1534,*,110.142805,-7.6725865,110.1430028,-7.6730882
1535,Jalan Imogiri Siluk Panggang,110.4176939,-7.9825438,110.4169857,-7.9799699
1536,Jalan Imogiri Siluk Panggang,110.4176939,-7.9825438,110.4184704,-7.9837404
1537,Jalan K. Haji Wachid Hasyim,110.3563426,-7.8041109,110.3562838,-7.8042212
1538,Jalan K. Haji Wachid Hasyim,110.3563426,-7.8041109,110.3564093,-7.8039858
1539,,110.7126741,-7.7883967,110.7126542,-7.7894296
1540,Jalan Parangtritis - Panggang,110.4135213,-8.0186059,110.4143001,-8.0181
1541,,110.7758089,-7.8598267,110.775473,-7.8594603
1542,,110.7758089,-7.8598267,110.7778861,-7.8597819
1543,Jalan Nogosari,110.4036292,-7.9091538,110.4040676,-7.9086617
1544,Jalan Nogosari,110.4036292,-7.9091538,110.4017486,-7.9096542
1545,Jalan Wonosari - Baron,110.578853,-8.0635505,110.5815889,-8.0621695
1546,Jalan Wonosari - Baron,110.578853,-8.0635505,110.5778499,-8.0649898
1547,,110.7939488,-7.943546,110.7939166,-7.944056
1548,,110.7939488,-7.943546,110.7949881,-7.9431635
1549,Jalan Ngemplak-Pakem,110.4477507,-7.7019851,110.4472902,-7.7011416
1550,,110.6753753,-8.1439216,110.6751393,-8.1436614
1551,,110.6753753,-8.1439216,110.6757294,-8.1440171
1552,,110.5064287,-7.9305537,110.507753,-7.9310371
1553,,110.5064287,-7.9305537,110.5043077,-7.9300868
1554,Jalan Gedangsari - Wedi,110.5953425,-7.8198681,110.596042,-7.8207642
1555,Jalan Gedangsari - Wedi,110.5953425,-7.8198681,110.5948001,-7.8198607
1556,"Jalan Prof. Dr. Wirjono Prodjodikoro, SH",110.3545998,-7.8277638,110.3541617,-7.8277088
1557,Jalan Prof. Dr. Wirjono Prodjodikoro,110.3545998,-7.8277638,110.3567071,-7.827944
1558,Jalan Raya Wates,110.1915306,-7.8687788,110.1946594,-7.8701828
1559,Jalan Raya Wates,110.1915306,-7.8687788,110.1900796,-7.8687688
1560,Jalan Lintas Selatan,110.2021247,-7.9588736,110.2028735,-7.9599435
1561,Jalan Lintas Selatan,110.2021247,-7.9588736,110.2013737,-7.9581789
1562,Jalan Seturan,110.4086174,-7.7755215,110.4082897,-7.7772955
1563,Jalan Wates - Purworejo,110.0420129,-7.8660082,110.0415905,-7.8651939
1564,,110.0420129,-7.8660082,110.0421417,-7.8663164
1565,Jalan Urip Sumoharjo,110.38132,-7.783048,110.381404,-7.7830495
1566,Jalan Urip Sumoharjo,110.38132,-7.783048,110.3792572,-7.7830112
1567,Jalan Nglipar - Wonosari,110.6050596,-7.9222107,110.6050354,-7.9215186
1568,Jalan Nglipar - Wonosari,110.6050596,-7.9222107,110.6046566,-7.9236419
1569,Jalan Kukup - Drini - Indrayanti,110.6090829,-8.1452498,110.6091717,-8.1440415
1570,Jalan Kukup - Drini - Indrayanti,110.6090829,-8.1452498,110.6098232,-8.1457279
1571,,110.3061758,-7.9028719,110.3049982,-7.9021973
1572,,110.3061758,-7.9028719,110.3107052,-7.906414
1573,Jalan Magelang,110.3613227,-7.7714286,110.3612933,-7.7715493
1574,Jalan Magelang,110.3613227,-7.7714286,110.3613287,-7.7711627
1575,Jalan Kretek Siluk,110.3240592,-7.9871336,110.3209394,-7.9880153
1576,Jalan Kretek Siluk,110.3240592,-7.9871336,110.3312597,-7.9869724
1577,,110.5103628,-7.8610091,110.5092189,-7.8603475
1578,Jalan Profesor Doktor Herman Johannes,110.3799686,-7.7777781,110.3793698,-7.7808282
1579,Jalan Profesor Doktor Herman Johannes,110.3799686,-7.7777781,110.3800494,-7.7765833
1580,Jalan Sindangsari,110.4649115,-7.8669953,110.4664202,-7.866537
1581,Jalan Sindangsari,110.4649115,-7.8669953,110.4639848,-7.8667389
1582,Jalan Parangtritis - Panggang,110.3835869,-8.0018647,110.3829914,-8.0012326
1583,Jalan Lintas selatan,110.7725987,-8.0802554,110.7716939,-8.0823173
1584,Jalan Lintas selatan,110.7725987,-8.0802554,110.7738078,-8.0790866
1585,Jalan Karangmojo-Semin,110.7246405,-7.8756044,110.7238258,-7.8769628
1586,Jalan Karangmojo-Semin,110.7246405,-7.8756044,110.7264503,-7.8738993
1587,,110.6932487,-8.149629,110.6922932,-8.149659
1588,,110.6932487,-8.149629,110.6952408,-8.1476076
1589,Jalan KH. Ahmad Dahlan,110.1292773,-7.891438,110.1290319,-7.8917783
1590,Jalan KH. Ahmad Dahlan,110.1292773,-7.891438,110.1327205,-7.8782248
1591,,110.5242205,-7.8189865,110.5249178,-7.8187845
1592,,110.5242205,-7.8189865,110.5241856,-7.8192974
1593,,110.770922,-8.166894,110.7712935,-8.1668967
1594,,110.7581783,-7.8618719,110.7587931,-7.8614163
1595,Jalan Wonosari,110.4085149,-7.8114275,110.4090871,-7.8119276
1596,Jalan Wonosari,110.4085149,-7.8114275,110.4071904,-7.8108711
1597,Jalan Kebon Agung,110.3566877,-7.7460533,110.3586804,-7.7468115
1598,Jalan Kebon Agung,110.3566877,-7.7460533,110.3560649,-7.7452153
1599,Jalan Sugiarno,110.2567556,-7.6222977,110.2567037,-7.6196009
1600,Jalan Sugiarno,110.2567556,-7.6222977,110.255785,-7.6340741
1601,Jalan Affandi,110.3887162,-7.777857,110.3890592,-7.7761032
1602,Jalan Affandi,110.3887162,-7.777857,110.3884595,-7.7792341
1603,Jalan Colombo,110.3887162,-7.777857,110.3886268,-7.7778432
1604,Jalan Kleringan,110.3682635,-7.7896681,110.3686733,-7.7897008
1605,Sermo-Wates,110.1325844,-7.8457357,110.1322223,-7.8452727
1606,Jalan Affandi,110.3890907,-7.7754061,110.3894395,-7.7734294
1607,Jalan Affandi,110.3890907,-7.7754061,110.3886268,-7.7778432
1608,Jalan Laksda Adisucipto,110.4070147,-7.7833306,110.4092422,-7.7833522
1609,Jalan Laksda Adisucipto,110.4070147,-7.7833306,110.4046316,-7.7833075
1610,,110.1686682,-7.8420908,110.1668771,-7.8419759
1611,,110.1686682,-7.8420908,110.1719534,-7.8421425
1612,Jalan Purbowinoto,110.1686682,-7.8420908,110.1685569,-7.8434699
1613,Jalan Parangtritis,110.3656938,-7.8354612,110.3660465,-7.8348037
1614,Jalan Parangtritis,110.3656938,-7.8354612,110.3656662,-7.83552
1615,,110.8053911,-7.9381932,110.8045837,-7.937974
1616,,110.8053911,-7.9381932,110.8058819,-7.9388374
1617,Jalan Kaliurang,110.4237456,-7.6555194,110.4226344,-7.6568373
1618,Jalan Karangmojo-Semin,110.7050463,-7.8880165,110.7043393,-7.8883919
1619,Jalan Karangmojo-Semin,110.7050463,-7.8880165,110.706617,-7.8864398
1620,Jalan Tembi - Sudimoro,110.360008,-7.8707483,110.3602796,-7.8707807
1621,Jalan Tembi - Sudimoro,110.360008,-7.8707483,110.3591831,-7.8708362
1622,Jalan Brawijaya,110.34481,-7.8265192,110.3451189,-7.826564
1623,,110.1884653,-7.6901415,110.1877947,-7.6895244
1624,Jalan Imogiri - Dlingo,110.4173016,-7.9308897,110.4165955,-7.9303537
1625,Jalan Imogiri - Dlingo,110.4173016,-7.9308897,110.4192589,-7.9302049
1626,,110.7845979,-7.9484472,110.7839254,-7.9476675
1627,,110.7845979,-7.9484472,110.7853952,-7.9499295
1628,,110.5217689,-7.8091305,110.521372,-7.8081978
1629,,110.5217689,-7.8091305,110.5224797,-7.8099675
1630,,110.1003496,-7.7798191,110.1007104,-7.7804516
1631,,110.1003496,-7.7798191,110.100335,-7.7794006
1632,Jalan Samas,110.2733258,-7.9915264,110.2730506,-7.9924987
1633,Jalan Laksda Adisucipto,110.4093513,-7.7832411,110.4092406,-7.7832437
1634,Jalan Laksda Adisucipto,110.4093513,-7.7832411,110.4103723,-7.7832233
1635,Jalan Sedayu - Pajangan,110.2538838,-7.8339964,110.2541938,-7.8323608
1636,Jalan Sedayu - Pajangan,110.2538838,-7.8339964,110.2530411,-7.8359229
1637,Jalan Gedongsari,110.2978421,-7.8989635,110.2977248,-7.8998905
1638,,110.2978421,-7.8989635,110.2979494,-7.898704
1639,Jalan Brawijaya,110.3447921,-7.8266078,110.3388273,-7.8255785
1640,Jalan Brawijaya,110.3447921,-7.8266078,110.3451121,-7.8266608
1641,Jalan Nglipar - Ngawen,110.6438906,-7.859575,110.6427533,-7.8599742
1642,Jalan Nglipar - Ngawen,110.6438906,-7.859575,110.6457963,-7.85855
1643,,110.2237353,-7.8033454,110.2251595,-7.8026904
1644,Jalan Lingkar Parangtritis - Panggang,110.3764871,-8.02764,110.3753559,-8.0280271
1645,Jalan Lingkar Parangtritis - Panggang,110.3764871,-8.02764,110.378142,-8.0286704
1646,,110.1572032,-7.9239822,110.156487,-7.9255735
1647,Jalan Nogosari,110.4131971,-7.9049045,110.4117481,-7.9049286
1648,Jalan Daendels,110.0429343,-7.8852841,110.0416696,-7.8850968
1649,Jalan Daendels,110.0429343,-7.8852841,110.0451981,-7.8856853
1650,Jalan Ngemplak-Kalasan,110.4484008,-7.7009506,110.4472902,-7.7011416
1651,Jalan Ngemplak-Kalasan,110.4484008,-7.7009506,110.4485548,-7.7009046
1652,Jalan Jenderal Sudirman,110.3726432,-7.7829721,110.3723294,-7.7829211
1653,,110.1251587,-7.7384488,110.1252285,-7.7379584
1654,,110.1251587,-7.7384488,110.1255868,-7.7388549
1655,Jalan Kleringan,110.3689118,-7.7897333,110.3689444,-7.7897403
1656,Jalan Kleringan,110.3689118,-7.7897333,110.3687932,-7.7897156
1657,,110.1000246,-7.8030015,110.1002249,-7.8038404
1658,,110.1000246,-7.8030015,110.0998387,-7.8026546
1659,,110.0652144,-7.8862572,110.0708787,-7.8865397
1660,Jalan Prof. Dr. Wirjono Projodikoro,110.3581958,-7.8328652,110.3587697,-7.8333355
1661,Jalan Prof. Dr. Wirjono Projodikoro,110.3581958,-7.8328652,110.3578672,-7.8319365
1662,,110.5378535,-7.82288,110.537583,-7.8232965
1663,Jalan Godean,110.3141627,-7.7729745,110.3181598,-7.7739373
1664,Jalan Godean,110.3141627,-7.7729745,110.3139072,-7.7728909
1665,,110.2687219,-7.7188816,110.2685118,-7.7189348
1666,,110.2687219,-7.7188816,110.2691712,-7.7186943
1667,Jalan Kalasan - Cangkringan,110.470814,-7.7679778,110.4705277,-7.7674855
1668,,110.5536772,-8.0918737,110.553702,-8.0932294
1669,Jalan Imogiri Siluk Panggang,110.3867425,-7.9541014,110.3852807,-7.95238
1670,Jalan Imogiri Siluk Panggang,110.3867425,-7.9541014,110.3892286,-7.9523123
1671,,110.7957646,-8.0468498,110.7973739,-8.0483331
1672,,110.7957646,-8.0468498,110.7949023,-8.046547
1673,Jalan Kretek Siluk,110.3159571,-7.9901199,110.3157379,-7.9907401
1674,Jalan Kretek Siluk,110.3159571,-7.9901199,110.3189819,-7.9887998
1675,,110.6724916,-8.0724204,110.6709588,-8.0725531
1676,,110.6724916,-8.0724204,110.6727169,-8.0722856
1677,Jalan Daendels,110.1118563,-7.9204101,110.1163356,-7.9225221
1678,Jalan Daendels,110.1118563,-7.9204101,110.1091969,-7.9189118
1679,,110.113465,-7.8329954,110.1131672,-7.8324028
1680,,110.113465,-7.8329954,110.1136333,-7.8321942
1681,,110.113465,-7.8329954,110.1131599,-7.8332691
1682,Sermo-Wates,110.1253813,-7.8292261,110.1258346,-7.82965
1683,Jalan Lingkar Sermo,110.1253813,-7.8292261,110.1247484,-7.8306676
1684,Sermo-Pengasih,110.1253813,-7.8292261,110.1253009,-7.8288408
1685,Jalan Gedangsari - Wonosari/Sambipitu,110.5831942,-7.8627176,110.5830601,-7.8657638
1686,Jalan Gedangsari - Wonosari/Sambipitu,110.5831942,-7.8627176,110.5830243,-7.861496
1687,Jalan Raya Wonosari - Yogyakarta,110.5115899,-7.8643197,110.5142936,-7.8640195
1688,Jalan Raya Wonosari - Yogyakarta,110.5115899,-7.8643197,110.5113821,-7.8646173
1689,,110.7664034,-7.9422917,110.7669728,-7.9417205
1690,,110.7664034,-7.9422917,110.7657165,-7.9422678
1691,Jalan Magelang,110.3621259,-7.7535586,110.3621328,-7.753418
1692,Jalan Magelang,110.3621259,-7.7535586,110.3621198,-7.7537161
1693,,110.5497551,-8.0713581,110.5504498,-8.0698285
1694,Jalan Kyai Legi,110.588105,-7.9585671,110.5872135,-7.9570779
1695,,110.69315,-8.10932,110.6926082,-8.1087743
1696,,110.7567983,-8.0224505,110.7576971,-8.022149
1697,,110.7567983,-8.0224505,110.7560202,-8.0224525
1698,Jalan Magelang,110.3590983,-7.7131167,110.3575075,-7.7114462
1699,,110.531482,-7.840107,110.5310323,-7.8408484
1700,,110.531482,-7.840107,110.5341971,-7.8386424
1701,Jalan Padjajaran,110.4298144,-7.7834139,110.4298347,-7.7831654
1702,Jalan Jogja - Solo,110.4298144,-7.7834139,110.4297176,-7.7834113
1703,Jalan Jogja - Solo,110.4298144,-7.7834139,110.4301086,-7.7834214
1704,Jalan Padjajaran,110.4298144,-7.7834139,110.4298085,-7.7835051
1705,,110.6806752,-8.1562664,110.6804723,-8.1552388
1706,Jalan Bibis - Slarong - Pajangan,110.3189852,-7.8651932,110.3185601,-7.8637837
1707,Jalan Bibis - Slarong - Pajangan,110.3189852,-7.8651932,110.3183368,-7.8669554
1708,Jalan Lingkar Utara Wonosari,110.5880046,-7.9448539,110.5893543,-7.9424621
1709,Jalan Lingkar Utara Wonosari,110.5880046,-7.9448539,110.5870452,-7.9492507
1710,,110.4886277,-7.781513,110.4891398,-7.7816183
1711,Jalan Imogiri - Dlingo,110.4491279,-7.9359362,110.4481436,-7.9363097
1712,Jalan Imogiri - Dlingo,110.4491279,-7.9359362,110.451064,-7.937255
1713,Jalan Wonosari - Baron,110.5703732,-8.0938906,110.5702874,-8.0932081
1714,Jalan Wonosari - Baron,110.5703732,-8.0938906,110.5690254,-8.0942916
1715,,110.5096158,-7.7834599,110.5122914,-7.7843553
1716,,110.5096158,-7.7834599,110.5073173,-7.7837106
1717,Jalan Wonosari - Baron,110.5849018,-8.0354714,110.5848894,-8.0347803
1718,Jalan Wonosari - Baron,110.5849018,-8.0354714,110.5853687,-8.036606
1719,,110.1342997,-7.7312527,110.1337649,-7.7314421
1720,,110.1453102,-7.7417311,110.1453008,-7.7425165
1721,,110.1453102,-7.7417311,110.1449856,-7.7410215
1722,,110.1846984,-7.6861776,110.1840406,-7.6861559
1723,,110.1846984,-7.6861776,110.185521,-7.6858221
1724,Jalan Brawijaya,110.3248715,-7.8059672,110.3252441,-7.8046829
1725,Jalan Brawijaya,110.3248715,-7.8059672,110.3239701,-7.8212564
1726,,110.129742,-7.7474433,110.1291941,-7.7474067
1727,,110.129742,-7.7474433,110.1306619,-7.7468041
1728,Jalan Imogiri Siluk Panggang,110.3975652,-7.9544919,110.3970744,-7.9553326
1729,Jalan Imogiri Siluk Panggang,110.3975652,-7.9544919,110.3977758,-7.9544308
1730,Jalan Dlingo - Playen,110.4715674,-7.926768,110.47385,-7.927053
1731,Jalan Dlingo - Playen,110.4715674,-7.926768,110.4703429,-7.9262547
1732,Jalan Parangtritis - Panggang,110.4053825,-8.0130148,110.4050446,-8.0107227
1733,Jalan Parangtritis - Panggang,110.4053825,-8.0130148,110.405586,-8.0135021
1734,Jalan Imogiri Siluk Panggang,110.4142526,-7.9744994,110.4141453,-7.9737782
1735,Jalan Imogiri Siluk Panggang,110.4142526,-7.9744994,110.4141265,-7.9756323
1736,,110.8058819,-7.9388374,110.8065739,-7.938937
1737,Jalan Seturan Raya,110.4092905,-7.7721939,110.4094017,-7.7718477
1738,Jalan Seturan Raya,110.4092905,-7.7721939,110.4092637,-7.7722857
1739,Jalan Yos Sudarso,110.3745868,-7.7885256,110.3748851,-7.7883381
1740,Jalan Yos Sudarso,110.3745868,-7.7885256,110.3740053,-7.7885386
1741,Jalan Mayor Suryotomo,110.3692406,-7.7966946,110.3693052,-7.7968952
1742,Jalan Kretek Siluk,110.3617408,-7.9584784,110.3612423,-7.958427
1743,Jalan Kretek Siluk,110.3617408,-7.9584784,110.363186,-7.9581696
1744,Jalan Segoroyoso-Sitimulyo,110.4244571,-7.8592143,110.4250323,-7.8585713
1745,Jalan Segoroyoso-Sitimulyo,110.4244571,-7.8592143,110.423353,-7.8602627
1746,,110.7778861,-7.8597819,110.7790303,-7.8594853
1747,Jalan Patuk,110.4644555,-7.8941977,110.4649744,-7.8937418
1748,Jalan Patuk,110.4644555,-7.8941977,110.4647961,-7.8954438
1749,Jalan Sindangsari,110.4724471,-7.8614535,110.4727395,-7.8612881
1750,Jalan Sindangsari,110.4724471,-7.8614535,110.4716706,-7.8613585
1751,Jalan Ahmad Yani,110.4093824,-7.8127445,110.4102802,-7.8166853
1752,Jalan Ahmad Yani,110.4093824,-7.8127445,110.4092312,-7.8120346
1753,Jalan Laksda Adisucipto,110.4135115,-7.7832868,110.4139438,-7.7832845
1754,Jalan Laksda Adisucipto,110.4135115,-7.7832868,110.4112643,-7.783235
1755,Jalan Majapahit,110.4135115,-7.7832868,110.4131982,-7.7833001
1756,Jalan Tepus,110.6253665,-8.0789107,110.6270818,-8.0798401
1757,Jalan Magelang,110.3522952,-7.7064069,110.3573803,-7.7113251
1758,Jalan Magelang,110.3522952,-7.7064069,110.3520308,-7.7061337
1759,Jalan Nglipar - Wonosari,110.6042611,-7.9340462,110.6044734,-7.9300037
1760,Jalan Nglipar - Wonosari,110.6042611,-7.9340462,110.6044736,-7.9360665
1761,,110.1953119,-7.8284436,110.1909614,-7.8283253
1762,,110.1953119,-7.8284436,110.1987894,-7.8283001
1763,,110.7022166,-8.1358956,110.7023086,-8.1392777
1764,,110.7022166,-8.1358956,110.7014072,-8.1329045
1765,Jalan Nglipar - Wonosari,110.6031217,-7.886566,110.601389,-7.8865793
1766,Jalan Nglipar - Wonosari,110.6031217,-7.886566,110.604192,-7.886803
1767,Sermo-Wates,110.1322223,-7.8452727,110.1319461,-7.8443786
1768,Jalan Bibis - Slarong - Pajangan,110.3182456,-7.8686067,110.3183368,-7.8669554
1769,Jalan Bibis - Slarong - Pajangan,110.3182456,-7.8686067,110.317339,-7.8703909
1770,,110.7295355,-7.953505,110.7304319,-7.9524989
1771,,110.7295355,-7.953505,110.7281183,-7.9544924
1772,Jalan Kolonel Sugiyono,110.1592121,-7.8657485,110.1610051,-7.866424
1773,Jalan Kolonel Sugiyono,110.1592121,-7.8657485,110.1569563,-7.8653666
1774,,110.5183291,-7.791036,110.5187233,-7.7905354
1775,,110.5183291,-7.791036,110.5181507,-7.7917087
1776,Jalan Kukup - Drini - Indrayanti,110.5915332,-8.1328819,110.5903637,-8.132858
1777,Jalan Kukup - Drini - Indrayanti,110.5915332,-8.1328819,110.5923352,-8.1336068
1778,Jalan Magelang,110.3619856,-7.7581693,110.3619737,-7.758435
1779,Jalan Magelang,110.3619856,-7.7581693,110.3621898,-7.7537208
1780,Jalan Raya Wonosari - Yogyakarta,110.5046745,-7.8600001,110.5050058,-7.8603575
1781,,110.775473,-7.8594603,110.7746234,-7.8592422
1782,Jalan Bantul,110.337133,-7.8703904,110.3383418,-7.8669373
1783,Jalan Bantul,110.337133,-7.8703904,110.3370431,-7.8706563
1784,Jalan Sidoarum - Gamping,110.323264,-7.7839715,110.3231567,-7.7858589
1785,Jalan Lintas Selatan Samas,110.2817912,-8.0001525,110.2833969,-8.0011005
1786,Jalan Lintas Selatan Samas,110.2817912,-8.0001525,110.281685,-8.0001019
1787,,110.0984345,-7.8253665,110.0985432,-7.8255632
1788,,110.0984345,-7.8253665,110.0988476,-7.8245587
1789,Jalan Emplasemen Lempuyangan,110.3729505,-7.7903044,110.373039,-7.7899153
1790,Jalan Lempuyangan,110.3729505,-7.7903044,110.3729657,-7.7904514
1791,,110.681008,-8.1527857,110.6809399,-8.1515856
1792,,110.681008,-8.1527857,110.6837875,-8.1526061
1793,,110.1702831,-7.6737563,110.1700495,-7.6730662
1794,,110.1702831,-7.6737563,110.1707965,-7.6742558
1795,Jalan Kebon Agung,110.3084683,-7.7225421,110.3096922,-7.7231512
1796,Kebonagung,110.3084683,-7.7225421,110.3081846,-7.7224227
1797,Jalan Ngangkruksari - Samas,110.2794179,-7.9897939,110.2783772,-7.988973
1798,Jalan Kaliurang,110.4099451,-7.7090471,110.409894,-7.7091324
1799,Jalan Kaliurang,110.4099451,-7.7090471,110.4135643,-7.7027504
1800,Jalan Kretek Siluk,110.3555845,-7.9629655,110.3554831,-7.9634539
1801,Jalan Kretek Siluk,110.3555845,-7.9629655,110.358411,-7.9593477
1802,Jalan Dlingo - Pathuk,110.4699406,-7.9049563,110.4693451,-7.9037554
1803,Jalan Dlingo - Pathuk,110.4699406,-7.9049563,110.4695865,-7.9066486
1804,Jalan Gedangsari - Wonosari/Sambipitu,110.5699814,-7.8820781,110.5688498,-7.8819429
1805,,110.7661113,-8.0858671,110.76658,-8.085398
1806,,110.7661113,-8.0858671,110.7649608,-8.0836495
1807,Jalan Besi Jangkang,110.4224728,-7.7031436,110.4196196,-7.7019774
1808,Jalan Besi Jangkang,110.4224728,-7.7031436,110.4287334,-7.7047463
1809,Jalan Raya Wonosari - Yogyakarta,110.5169235,-7.8671866,110.5158493,-7.864984
1810,Jalan Raya Wonosari - Yogyakarta,110.5169235,-7.8671866,110.5170523,-7.8674563
1811,,110.2564126,-7.6482234,110.2561967,-7.6478791
1812,,110.2564126,-7.6482234,110.2564743,-7.649506
1813,Jalan Sampaan - Pleret,110.4399682,-7.8467143,110.4399814,-7.8470609
1814,Jalan Kyai Mojo,110.3579963,-7.7828508,110.3607798,-7.782856
1815,Jalan Kyai Mojo,110.3579963,-7.7828508,110.3579129,-7.7828412
1816,Jalan Sidomoyo,110.3211415,-7.7480968,110.3220984,-7.7445098
1817,Jalan Taman Bhakti,110.6038398,-7.9562663,110.6034447,-7.9586312
1818,,110.6950316,-8.1197449,110.6941451,-8.1192909
1819,Jalan Kretek Siluk,110.3478177,-7.9748742,110.3473238,-7.9755669
1820,Jalan Kretek Siluk,110.3478177,-7.9748742,110.3479855,-7.9741813
1821,,110.1102329,-7.8666512,110.1097561,-7.8660261
